,Pokedex_Number,Name,Type1,Type2,Attack,Defense,Experience_Growth,Base_Egg,Base_Happiness,Base_Total,Capture_Rate,Height_M,Weight_Kg,Generation,Is_Legendary,Hp,Sp_Attack,Sp_Defense,Speed,Abilities,Type,N_Abilities,BMI
731,732,Trumbeak,Normal,Flying,85.0,50.0,1000000.0,3840.0,70.0,355.0,120.0,0.6,14.8,7,0,55.0,40.0,50.0,75.0,"['Keen Eye', 'Skill Link', 'Pickup']",Normal_Flying,3,41.111111111111114
732,733,Toucannon,Normal,Flying,120.0,75.0,1000000.0,3840.0,70.0,485.0,45.0,1.1,26.0,7,0,80.0,75.0,75.0,60.0,"['Keen Eye', 'Skill Link', 'Sheer Force']",Normal_Flying,3,21.48760330578512
733,734,Yungoos,Normal,NaN,70.0,30.0,1000000.0,3840.0,70.0,253.0,255.0,0.4,6.0,7,0,48.0,30.0,30.0,45.0,"['Stakeout', 'Strong Jaw', 'Adaptability']",Normal,3,37.49999999999999
734,735,Gumshoos,Normal,NaN,110.0,60.0,1000000.0,3840.0,70.0,418.0,127.0,0.7,14.2,7,0,88.0,55.0,60.0,45.0,"['Stakeout', 'Strong Jaw', 'Adaptability']",Normal,3,28.979591836734695
735,736,Grubbin,Bug,NaN,62.0,45.0,1000000.0,3840.0,70.0,300.0,255.0,0.4,4.4,7,0,47.0,55.0,45.0,46.0,['Swarm'],Bug,1,27.499999999999996
736,737,Charjabug,Bug,Electric,82.0,95.0,1000000.0,3840.0,70.0,400.0,120.0,0.5,10.5,7,0,57.0,55.0,75.0,36.0,['Battery'],Bug_Electric,1,42.0
737,738,Vikavolt,Bug,Electric,70.0,90.0,1000000.0,3840.0,70.0,500.0,45.0,1.5,45.0,7,0,77.0,145.0,75.0,43.0,['Levitate'],Bug_Electric,1,20.0
738,739,Crabrawler,Fighting,NaN,82.0,57.0,1000000.0,5120.0,70.0,338.0,225.0,0.6,7.0,7,0,47.0,42.0,47.0,63.0,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",Fighting,3,19.444444444444446
739,740,Crabominable,Fighting,Ice,132.0,77.0,1000000.0,5120.0,70.0,478.0,60.0,1.7,180.0,7,0,97.0,62.0,67.0,43.0,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",Fighting_Ice,3,62.28373702422146
740,741,Oricorio,Fire,Flying,70.0,70.0,1000000.0,5120.0,70.0,476.0,45.0,0.6,3.4,7,0,75.0,98.0,70.0,93.0,['Dancer'],Fire_Flying,1,9.444444444444445
741,742,Cutiefly,Bug,Fairy,45.0,40.0,1000000.0,5120.0,70.0,304.0,190.0,0.1,0.2,7,0,40.0,55.0,40.0,84.0,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",Bug_Fairy,3,19.999999999999996
742,743,Ribombee,Bug,Fairy,55.0,60.0,1000000.0,5120.0,70.0,464.0,75.0,0.2,0.5,7,0,60.0,95.0,70.0,124.0,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",Bug_Fairy,3,12.499999999999998
743,744,Rockruff,Rock,NaN,65.0,40.0,1000000.0,3840.0,70.0,280.0,190.0,0.5,9.2,7,0,45.0,30.0,40.0,60.0,"['Keen Eye', 'Vital Spirit', 'Steadfast']",Rock,3,36.8
744,745,Lycanroc,Rock,NaN,115.0,75.0,1000000.0,3840.0,70.0,487.0,90.0,,,7,0,85.0,55.0,75.0,82.0,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",Rock,6,
745,746,Wishiwashi,Water,NaN,140.0,130.0,800000.0,3840.0,70.0,620.0,60.0,0.2,0.3,7,0,45.0,140.0,135.0,30.0,['Schooling'],Water,1,7.499999999999998
746,747,Mareanie,Poison,Water,53.0,62.0,1000000.0,5120.0,70.0,305.0,190.0,0.4,8.0,7,0,50.0,43.0,52.0,45.0,"['Merciless', 'Limber', 'Regenerator']",Poison_Water,3,49.99999999999999
747,748,Toxapex,Poison,Water,63.0,152.0,1000000.0,5120.0,70.0,495.0,75.0,0.7,14.5,7,0,50.0,53.0,142.0,35.0,"['Merciless', 'Limber', 'Regenerator']",Poison_Water,3,29.59183673469388
748,749,Mudbray,Ground,NaN,100.0,70.0,1000000.0,5120.0,70.0,385.0,190.0,1.0,110.0,7,0,70.0,45.0,55.0,45.0,"['Own Tempo', 'Stamina', 'Inner Focus']",Ground,3,110.0
749,750,Mudsdale,Ground,NaN,125.0,100.0,1000000.0,5120.0,70.0,500.0,60.0,2.5,920.0,7,0,100.0,55.0,85.0,35.0,"['Own Tempo', 'Stamina', 'Inner Focus']",Ground,3,147.2
750,751,Dewpider,Water,Bug,40.0,52.0,1000000.0,3840.0,70.0,269.0,200.0,0.3,4.0,7,0,38.0,40.0,72.0,27.0,"['Water Bubble', 'Water Absorb']",Water_Bug,2,44.44444444444444
751,752,Araquanid,Water,Bug,70.0,92.0,1000000.0,3840.0,70.0,454.0,100.0,1.8,82.0,7,0,68.0,50.0,132.0,42.0,"['Water Bubble', 'Water Absorb']",Water_Bug,2,25.30864197530864
752,753,Fomantis,Grass,NaN,55.0,35.0,1000000.0,5120.0,70.0,250.0,190.0,0.3,1.5,7,0,40.0,50.0,35.0,35.0,"['Leaf Guard', 'Contrary']",Grass,2,16.666666666666668
753,754,Lurantis,Grass,NaN,105.0,90.0,1000000.0,5120.0,70.0,480.0,75.0,0.9,18.5,7,0,70.0,80.0,90.0,45.0,"['Leaf Guard', 'Contrary']",Grass,2,22.839506172839506
754,755,Morelull,Grass,Fairy,35.0,55.0,1000000.0,5120.0,70.0,285.0,190.0,0.2,1.5,7,0,40.0,65.0,75.0,15.0,"['Illuminate', 'Effect Spore', 'Rain Dish']",Grass_Fairy,3,37.49999999999999
755,756,Shiinotic,Grass,Fairy,45.0,80.0,1000000.0,5120.0,70.0,405.0,75.0,1.0,11.5,7,0,60.0,90.0,100.0,30.0,"['Illuminate', 'Effect Spore', 'Rain Dish']",Grass_Fairy,3,11.5
756,757,Salandit,Poison,Fire,44.0,40.0,1000000.0,5120.0,70.0,320.0,120.0,0.6,4.8,7,0,48.0,71.0,40.0,77.0,"['Corrosion', 'Oblivious']",Poison_Fire,2,13.333333333333334
757,758,Salazzle,Poison,Fire,64.0,60.0,1000000.0,5120.0,70.0,480.0,45.0,1.2,22.2,7,0,68.0,111.0,60.0,117.0,"['Corrosion', 'Oblivious']",Poison_Fire,2,15.416666666666666
758,759,Stufful,Normal,Fighting,75.0,50.0,1000000.0,3840.0,70.0,340.0,140.0,0.5,6.8,7,0,70.0,45.0,50.0,50.0,"['Fluffy', 'Klutz', 'Cute Charm']",Normal_Fighting,3,27.2
759,760,Bewear,Normal,Fighting,125.0,80.0,1000000.0,3840.0,70.0,500.0,70.0,2.1,135.0,7,0,120.0,55.0,60.0,60.0,"['Fluffy', 'Klutz', 'Unnerve']",Normal_Fighting,3,30.612244897959183
760,761,Bounsweet,Grass,NaN,30.0,38.0,1059860.0,5120.0,70.0,210.0,235.0,0.3,3.2,7,0,42.0,30.0,38.0,32.0,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",Grass,3,35.55555555555556
761,762,Steenee,Grass,NaN,40.0,48.0,1059860.0,5120.0,70.0,290.0,120.0,0.7,8.2,7,0,52.0,40.0,48.0,62.0,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",Grass,3,16.73469387755102
762,763,Tsareena,Grass,NaN,120.0,98.0,1059860.0,5120.0,70.0,510.0,45.0,1.2,21.4,7,0,72.0,50.0,98.0,72.0,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",Grass,3,14.86111111111111
763,764,Comfey,Fairy,NaN,52.0,90.0,800000.0,5120.0,70.0,485.0,60.0,0.1,0.3,7,0,51.0,82.0,110.0,100.0,"['Flower Veil', 'Triage', 'Natural Cure']",Fairy,3,29.999999999999993
764,765,Oranguru,Normal,Psychic,60.0,80.0,1250000.0,5120.0,70.0,490.0,45.0,1.5,76.0,7,0,90.0,90.0,110.0,60.0,"['Inner Focus', 'Telepathy', 'Symbiosis']",Normal_Psychic,3,33.77777777777778
765,766,Passimian,Fighting,NaN,120.0,90.0,1250000.0,5120.0,70.0,490.0,45.0,2.0,82.8,7,0,100.0,40.0,60.0,80.0,"['Receiver', 'Defiant']",Fighting,2,20.7
766,767,Wimpod,Bug,Water,35.0,40.0,1000000.0,5120.0,70.0,230.0,90.0,0.5,12.0,7,0,25.0,20.0,30.0,80.0,['Wimp Out'],Bug_Water,1,48.0
767,768,Golisopod,Bug,Water,125.0,140.0,1000000.0,5120.0,70.0,530.0,45.0,2.0,108.0,7,0,75.0,60.0,90.0,40.0,['Emergency Exit'],Bug_Water,1,27.0
768,769,Sandygast,Ghost,Ground,55.0,80.0,1000000.0,3840.0,70.0,320.0,140.0,0.5,70.0,7,0,55.0,70.0,45.0,15.0,"['Water Compaction', 'Sand Veil']",Ghost_Ground,2,280.0
769,770,Palossand,Ghost,Ground,75.0,110.0,1000000.0,3840.0,70.0,480.0,60.0,1.3,250.0,7,0,85.0,100.0,75.0,35.0,"['Water Compaction', 'Sand Veil']",Ghost_Ground,2,147.92899408284023
770,771,Pyukumuku,Water,NaN,60.0,130.0,800000.0,3840.0,70.0,410.0,60.0,0.3,1.2,7,0,55.0,30.0,130.0,5.0,"['Innards Out', 'Unaware']",Water,2,13.333333333333334
771,772,Type: Null,Normal,NaN,95.0,95.0,1250000.0,30720.0,0.0,534.0,3.0,1.9,120.5,7,0,95.0,95.0,95.0,59.0,['Battle Armor'],Normal,1,33.37950138504155
772,773,Silvally,Normal,NaN,95.0,95.0,1250000.0,30720.0,0.0,570.0,3.0,2.3,100.5,7,0,95.0,95.0,95.0,95.0,['RKS System'],Normal,1,18.99810964083176
773,774,Minior,Rock,Flying,100.0,60.0,1059860.0,6400.0,70.0,500.0,,0.3,40.0,7,0,60.0,100.0,60.0,120.0,['Shields Down'],Rock_Flying,1,444.44444444444446
774,775,Komala,Normal,NaN,115.0,65.0,1250000.0,5120.0,70.0,480.0,45.0,0.4,19.9,7,0,65.0,75.0,95.0,65.0,['Comatose'],Normal,1,124.37499999999997
775,776,Turtonator,Fire,Dragon,78.0,135.0,1000000.0,5120.0,70.0,485.0,70.0,2.0,212.0,7,0,60.0,91.0,85.0,36.0,['Shell Armor'],Fire_Dragon,1,53.0
776,777,Togedemaru,Electric,Steel,98.0,63.0,1000000.0,2560.0,70.0,435.0,180.0,0.3,3.3,7,0,65.0,40.0,73.0,96.0,"['Iron Barbs', 'Lightningrod', 'Sturdy']",Electric_Steel,3,36.666666666666664
777,778,Mimikyu,Ghost,Fairy,90.0,80.0,1000000.0,5120.0,70.0,476.0,45.0,0.2,0.7,7,0,55.0,50.0,105.0,96.0,['Disguise'],Ghost_Fairy,1,17.499999999999996
778,779,Bruxish,Water,Psychic,105.0,70.0,1000000.0,3840.0,70.0,475.0,80.0,0.9,19.0,7,0,68.0,70.0,70.0,92.0,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",Water_Psychic,3,23.456790123456788
779,780,Drampa,Normal,Dragon,60.0,85.0,1000000.0,5120.0,70.0,485.0,70.0,3.0,185.0,7,0,78.0,135.0,91.0,36.0,"['Berserk', 'Sap Sipper', 'Cloud Nine']",Normal_Dragon,3,20.555555555555557
780,781,Dhelmise,Ghost,Grass,131.0,100.0,1000000.0,6400.0,70.0,517.0,25.0,3.9,210.0,7,0,70.0,86.0,90.0,40.0,['Steelworker'],Ghost_Grass,1,13.806706114398423
781,782,Jangmo-o,Dragon,NaN,55.0,65.0,1250000.0,10240.0,70.0,300.0,45.0,0.6,29.7,7,0,45.0,45.0,45.0,45.0,"['Bulletproof', 'Soundproof', 'Overcoat']",Dragon,3,82.5
782,783,Hakamo-o,Dragon,Fighting,75.0,90.0,1250000.0,10240.0,70.0,420.0,45.0,1.2,47.0,7,0,55.0,65.0,70.0,65.0,"['Bulletproof', 'Soundproof', 'Overcoat']",Dragon_Fighting,3,32.63888888888889
783,784,Kommo-o,Dragon,Fighting,110.0,125.0,1250000.0,10240.0,70.0,600.0,45.0,1.6,78.2,7,0,75.0,100.0,105.0,85.0,"['Bulletproof', 'Soundproof', 'Overcoat']",Dragon_Fighting,3,30.546874999999996
784,785,Tapu Koko,Electric,Fairy,115.0,85.0,1250000.0,3840.0,70.0,570.0,3.0,1.8,20.5,7,1,70.0,95.0,75.0,130.0,"['Electric Surge', 'Telepathy']",Electric_Fairy,2,6.32716049382716
785,786,Tapu Lele,Psychic,Fairy,85.0,75.0,1250000.0,3840.0,70.0,570.0,3.0,1.2,18.6,7,1,70.0,130.0,115.0,95.0,"['Psychic Surge', 'Telepathy']",Psychic_Fairy,2,12.916666666666668
786,787,Tapu Bulu,Grass,Fairy,130.0,115.0,1250000.0,3840.0,70.0,570.0,3.0,1.9,45.5,7,1,70.0,85.0,95.0,75.0,"['Grassy Surge', 'Telepathy']",Grass_Fairy,2,12.603878116343491
787,788,Tapu Fini,Water,Fairy,75.0,115.0,1250000.0,3840.0,70.0,570.0,3.0,1.3,21.2,7,1,70.0,95.0,130.0,85.0,"['Misty Surge', 'Telepathy']",Water_Fairy,2,12.54437869822485
788,789,Cosmog,Psychic,NaN,29.0,31.0,1250000.0,30720.0,0.0,200.0,45.0,0.2,0.1,7,1,43.0,29.0,31.0,37.0,['Unaware'],Psychic,1,2.4999999999999996
789,790,Cosmoem,Psychic,NaN,29.0,131.0,1250000.0,30720.0,0.0,400.0,45.0,0.1,999.9,7,1,43.0,29.0,131.0,37.0,['Sturdy'],Psychic,1,99989.99999999999
790,791,Solgaleo,Psychic,Steel,137.0,107.0,1250000.0,30720.0,0.0,680.0,45.0,3.4,230.0,7,1,137.0,113.0,89.0,97.0,['Full Metal Body'],Psychic_Steel,1,19.8961937716263
791,792,Lunala,Psychic,Ghost,113.0,89.0,1250000.0,30720.0,0.0,680.0,45.0,4.0,120.0,7,1,137.0,137.0,107.0,97.0,['Shadow Shield'],Psychic_Ghost,1,7.5
792,793,Nihilego,Rock,Poison,53.0,47.0,1250000.0,30720.0,0.0,570.0,45.0,1.2,55.5,7,1,109.0,127.0,131.0,103.0,['Beast Boost'],Rock_Poison,1,38.54166666666667
793,794,Buzzwole,Bug,Fighting,139.0,139.0,1250000.0,30720.0,0.0,570.0,25.0,2.4,333.6,7,1,107.0,53.0,53.0,79.0,['Beast Boost'],Bug_Fighting,1,57.91666666666667
794,795,Pheromosa,Bug,Fighting,137.0,37.0,1250000.0,30720.0,0.0,570.0,255.0,1.8,25.0,7,1,71.0,137.0,37.0,151.0,['Beast Boost'],Bug_Fighting,1,7.716049382716049
795,796,Xurkitree,Electric,NaN,89.0,71.0,1250000.0,30720.0,0.0,570.0,30.0,3.8,100.0,7,1,83.0,173.0,71.0,83.0,['Beast Boost'],Electric,1,6.9252077562326875
796,797,Celesteela,Steel,Flying,101.0,103.0,1250000.0,30720.0,0.0,570.0,25.0,9.2,999.9,7,1,97.0,107.0,101.0,61.0,['Beast Boost'],Steel_Flying,1,11.813563327032139
797,798,Kartana,Grass,Steel,181.0,131.0,1250000.0,30720.0,0.0,570.0,255.0,0.3,0.1,7,1,59.0,59.0,31.0,109.0,['Beast Boost'],Grass_Steel,1,1.1111111111111112
798,799,Guzzlord,Dark,Dragon,101.0,53.0,1250000.0,30720.0,0.0,570.0,15.0,5.5,888.0,7,1,223.0,97.0,53.0,43.0,['Beast Boost'],Dark_Dragon,1,29.355371900826448
799,800,Necrozma,Psychic,NaN,107.0,101.0,1250000.0,30720.0,0.0,600.0,3.0,2.4,230.0,7,1,97.0,127.0,89.0,79.0,['Prism Armor'],Psychic,1,39.93055555555556
800,801,Magearna,Steel,Fairy,95.0,115.0,1250000.0,30720.0,0.0,600.0,3.0,1.0,80.5,7,1,80.0,130.0,115.0,65.0,['Soul-Heart'],Steel_Fairy,1,80.5
